7322776451|Like a Sunday, but on a Friday |16201.8|4333|4594|341.7|Run|0|2022-06-17T08:36:46Z|(GMT+00:00) Europe/London|United Kingdom|4|31|0|3|[50.8445505425334, -0.3920185938477516]|[50.84570347331464, -0.39234875701367855]|3.739|5.643|86.4|27|153.6|177.0|68.0
7311897211|What goes up (must come down)|16108.3|3979|4006|178.0|Run|0|2022-06-15T08:47:49Z|(GMT+00:00) Europe/London|United Kingdom|4|38|0|1|[50.844477117061615, -0.3920391295105219]|[50.84585300646722, -0.3923328313976526]|4.048|6.913|87.3|26|154.8|176.0|72.0
7309124560|Track Tuesdays |16191.4|3913|6807|27.0|Run|0|2022-06-14T16:59:25Z|(GMT+00:00) Europe/London|United Kingdom|2|42|3|1|[50.81664743833244, -0.40840077213943005]|[50.8167356159538, -0.407619746401906]|4.138|7.812|86.4|25|152.0|181.0|59.0
7300947554|yarn|13261.8|3669|3689|189.3|Run|0|2022-06-13T08:51:03Z|(GMT+00:00) Europe/London|United Kingdom|0|32|0|1|[50.84439321421087, -0.3921159915626049]|[50.84465824998915, -0.3945401217788458]|3.615|5.325|85.9|23|138.4|159.0|17.0
7295978518|Always guaranteed to see someone you know 🦖 |20035.5|4999|5589|464.6|Run|0|2022-06-12T09:37:12Z|(GMT+00:00) Europe/London|United Kingdom|2|52|0|1|[50.84449429996312, -0.39204390719532967]|[50.84596440196037, -0.39233190938830376]|4.008|8.294|87.1|25|160.8|191.0|115.0
7290341010|Knew that sausage role wasn’t a good idea|15081.9|3644|3696|281.6|Run|0|2022-06-11T11:02:02Z|(GMT+00:00) Europe/London|United Kingdom|8|44|1|1|[50.844409642741084, -0.392047930508852]|[50.84481289610267, -0.39221816696226597]|4.139|5.97|87.8|26|174.8|193.0|147.0
7285886698|Tour de Findon|16108.2|4097|4257|153.0|Run|0|2022-06-10T08:30:06Z|(GMT+00:00) Europe/London|United Kingdom|4|38|3|1|[50.844393549486995, -0.39208573289215565]|[50.84508505649865, -0.3922195080667734]|3.932|5.825|86.4|24|155.6|183.0|70.0
7280163361|oooo Findon fwends |16106.3|3989|4390|64.0|Run|0|2022-06-09T11:29:16Z|(GMT+00:00) Europe/London|United Kingdom|1|36|3|1|[50.844404278323054, -0.3920398000627756]|[50.844838209450245, -0.39234498515725136]|4.038|6.21|86.2|26|153.6|177.0|61.0
7274388148|Home sweet home |14850.2|3623|3853|59.0|Run|0|2022-06-08T09:41:17Z|(GMT+00:00) Europe/London|United Kingdom|1|41|5|1|[50.8443105686456, -0.39195950143039227]|[50.84470887668431, -0.39214826188981533]|4.099|6.373|86.3|23|160.8|174.0|87.0
7265090011|45 min spin class |0.0|2700|2700|0|Ride|12|2022-06-06T13:30:00Z|(GMT+00:00) Europe/London|United Kingdom|0|20|0|1|[]|[]|0.0|0|||||
7259821344|Accidentally gate crashed a fun run  |14198.6|3679|3832|63.0|Run|0|2022-06-05T14:00:15Z|(GMT-05:00) America/New_York|United Kingdom|0|42|2|1|[42.31149449944496, -71.24005791731179]|[42.311837738379836, -71.2406496796757]|3.859|5.622|86.3|24|152.3|168.0|56.0
7254363932|Chipmunk szn 🐿 |16452.3|3875|3942|45.0|Run|0|2022-06-04T14:10:53Z|(GMT-05:00) America/New_York|United Kingdom|3|44|2|1|[42.31146038509905, -71.24012991786003]|[42.31186975724995, -71.24064548872411]|4.246|5.856|87.2|23|164.9|186.0|102.0
7243323848|No rounding up |15807.9|3858|4193|45.0|Run|0|2022-06-02T13:46:55Z|(GMT-05:00) America/New_York|United Kingdom|1|35|4|1|[42.311519142240286, -71.2400468531996]|[42.31183933094144, -71.24056753702462]|4.097|5.506|86.9|22|149.6|164.0|46.0
7237626192|Running late |15285.1|3653|3826|47.0|Run|0|2022-06-01T13:20:19Z|(GMT-05:00) America/New_York|United Kingdom|2|39|0|1|[42.311461893841624, -71.23995766974986]|[42.31187746860087, -71.24047064222395]|4.184|5.718|87.0|22|158.6|177.0|79.0
7237626109|Last run in Boi|13430.3|3504|3655|22.0|Run|0|2022-05-30T16:09:18Z|(GMT-07:00) America/Boise|United Kingdom|1|19|2|2|[43.59923779964447, -116.19106334634125]|[43.60129019245505, -116.19066830724478]|3.833|6.232|87.0|12|147.8|164.0|37.0
7223151710|Wedding crashers 💒 |13497.8|3606|3714|22.0|Run|0|2022-05-29T16:02:38Z|(GMT-07:00) America/Boise|United Kingdom|0|34|0|1|[43.5992899350822, -116.19167815893888]|[43.60149378888309, -116.19067870080471]|3.743|5.756|86.5|15|134.2|155.0|17.0
7211995502|Absolute 🍑 of a day|13372.3|3600|3765|146.0|Run|0|2022-05-27T16:03:11Z|(GMT-07:00) America/Boise|United Kingdom|2|28|0|3|[43.59929303638637, -116.19164982810616]|[43.59997373074293, -116.19223614223301]|3.715|5.61|86.0|25|149.0|174.0|42.0
